SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42017,1610612748,MIA,Miami Heat,0041700122,2018-04-16,MIA @ PHI,W,239,113,40,82,0.488,9,25,0.36,24,30,0.8,11,35,46,23,8,7,15,27,10.0
42017,1610612759,SAS,San Antonio Spurs,0041700152,2018-04-16,SAS @ GSW,L,241,101,35,85,0.412,4,28,0.143,27,30,0.9,9,26,35,16,10,2,9,21,-15.0
42017,1610612760,OKC,Oklahoma City Thunder,0041700171,2018-04-15,OKC vs. UTA,W,240,116,41,85,0.482,14,29,0.483,20,23,0.87,9,37,46,16,8,5,17,19,8.0
42017,1610612739,CLE,Cleveland Cavaliers,0041700131,2018-04-15,CLE vs. IND,L,242,80,30,78,0.385,8,34,0.235,12,20,0.6,9,37,46,21,7,4,16,23,-18.0
42017,1610612738,BOS,Boston Celtics,0041700111,2018-04-15,BOS vs. MIL,W,264,113,39,94,0.415,11,26,0.423,24,27,0.889,11,34,45,20,8,5,15,21,6.0
42017,1610612750,MIN,Minnesota Timberwolves,0041700141,2018-04-15,MIN @ HOU,L,240,101,35,80,0.438,8,23,0.348,23,28,0.821,11,36,47,22,3,2,13,19,-3.0
42017,1610612749,MIL,Milwaukee Bucks,0041700111,2018-04-15,MIL @ BOS,L,264,107,40,83,0.482,8,21,0.381,19,24,0.792,5,37,42,22,8,8,20,31,-6.0
42017,1610612762,UTA,Utah Jazz,0041700171,2018-04-15,UTA @ OKC,L,239,108,41,87,0.471,11,28,0.393,15,20,0.75,9,33,42,18,10,7,14,21,-8.0
42017,1610612745,HOU,Houston Rockets,0041700141,2018-04-15,HOU vs. MIN,W,241,104,39,83,0.47,10,37,0.27,16,23,0.696,8,29,37,15,8,8,11,19,3.0
42017,1610612754,IND,Indiana Pacers,0041700131,2018-04-15,IND @ CLE,W,241,98,36,79,0.456,11,28,0.393,15,25,0.6,8,36,44,19,12,4,11,21,18.0
42017,1610612757,POR,Portland Trail Blazers,0041700161,2018-04-14,POR vs. NOP,L,242,95,37,98,0.378,12,39,0.308,9,12,0.75,15,37,52,17,10,6,12,15,-2.0
42017,1610612761,TOR,Toronto Raptors,0041700101,2018-04-14,TOR vs. WAS,W,240,114,41,77,0.532,16,30,0.533,16,20,0.8,5,33,38,26,6,7,17,18,8.0
42017,1610612759,SAS,San Antonio Spurs,0041700151,2018-04-14,SAS @ GSW,L,241,92,32,80,0.4,9,22,0.409,19,24,0.792,3,27,30,19,9,4,12,20,-21.0
42017,1610612740,NOP,New Orleans Pelicans,0041700161,2018-04-14,NOP @ POR,W,241,97,41,86,0.477,8,24,0.333,7,10,0.7,7,42,49,26,8,12,14,17,2.0
42017,1610612755,PHI,Philadelphia 76ers,0041700121,2018-04-14,PHI vs. MIA,W,241,130,45,95,0.474,18,28,0.643,22,29,0.759,17,33,50,34,9,4,10,23,27.0
42017,1610612744,GSW,Golden State Warriors,0041700151,2018-04-14,GSW vs. SAS,W,239,113,44,81,0.543,10,22,0.455,15,22,0.682,10,41,51,32,6,6,15,18,21.0
42017,1610612748,MIA,Miami Heat,0041700121,2018-04-14,MIA @ PHI,L,238,103,35,77,0.455,12,26,0.462,21,31,0.677,9,32,41,25,4,6,16,25,-27.0
42017,1610612764,WAS,Washington Wizards,0041700101,2018-04-14,WAS @ TOR,L,241,106,41,86,0.477,8,21,0.381,16,18,0.889,6,29,35,29,11,3,13,21,-8.0
